Job_ID,Role,Company,Location,Publish_Time,URL,country,job_desc,salary,work_type
85840055,Data Center Engineer,PT. Megaroyal IT Comindo,Jakarta,2025-07-17 20:01:50,https://id.jobstreet.com/id/job/85840055,indonesia,"PT Megaroyal IT Comindo was first established in 1986 as one of the first pioneers who introduced modern IT Technologies into Indonesia well-known companies. We currently hold the authorized distributor status for Legrand Data Center Infrastructure and Sunbird Data Center Infrastructure Management Software. Data center infrastructure we supply such as: rack, containment, PDU (power distribution unit), KVM (keyboard video monitor), EMS (environmental monitoring system), electric power distribution (low voltage electric panel, busbar), etc. With the massive development of data centers in Indonesia, we are focused on taking part and providing the best data center solutions.; Qualifications; S1 degree in Engineering (Computer/Informatics ) information Systems with GPA minimum 3.0, or; 1-2 years working experience in data center preferred or fresh graduate; Basic scripting knowledge is a plus (Python, PowerShell, JavaScript, VRO); Ability to work well independently or in a team; Willingness to travel for work is a must; Fast learner of monitoring products in all its technical details; Good understanding of network infrastructure and protocols. Such as SNMP and Modbus TCP/IPO or Modbus RTU Serial Communication; Logical and analytical skills in planning designs system topology; Proficiency in English; Job Responsibilities; Familiarity with networking protocols, security, and related technologies Such as SNMP, and Modbus TCP/IP or Modbus RTU; Having knowledge of electrical power system, cabling and electrical cable installation, lighting system, point cable termination, QC testing electrical system; Installing, configuring, testing, and maintaining DCIM software; Provide hands-on technical expertise to troubleshoot and resolve electrical issues in a timely manner, ensuring minimal impact on data center operations; Responsible for keeping up to date with the product roadmap as well as understanding the scenarios, features and functions within each product and how these are applied to address business and technical problems; Maintain up to date documentation and record to support operational continuity and compliance requirements; Ensure work will be done according to project deadlines; Coordinate with internal deployment team on projects delivery to ensure every detail ordered are delivered correctly and on time",,Kontrak/Temporer
