Job_ID,Role,Company,Location,Publish_Time,URL,country,job_desc,salary,work_type
85862843,Data Engineer (Talend),PT Platinumetrix Global Inovasi,Jakarta,2025-07-18 07:01:57,https://id.jobstreet.com/id/job/85862843,indonesia,"Requirement :; Have a Diploma or Bachelor degree in Computer Engineering, Informatics Engineering, Computer Science, mathematics, statistics or other related degrees; Having minimum >2 years experiences in using Talend Data Management or Talend Big Data Management; Having deep understanding in ETL and Data Warehousing Concept (fact, dimension, star schema / snowflake schema, SCD) and development flow; Having good communication skills; Able to work under minimum supervision; Experience using ETL tools (Talend, Airflow, etc.); Experience using relational databases (PostgreSQL, mySQL, etc.); Willing to handle Project Finance; Full WFO at Jakarta",,Kontrak/Temporer
